object_id,city,county,region,development,locality,on_road,rural_urban,speed_limit,traffic_control,weather,workzone,bike_age,bike_age_group,bike_alcohol,bike_alcohol_drugs,bike_direction,bike_injury,bike_position,bike_race,bike_sex,driver_age,driver_age_group,driver_alcohol,driver_alcohol_drugs,driver_est_speed,driver_injury,driver_race,driver_sex,driver_vehicle_type,crash_alcohol,crash_date,crash_day,crash_group,crash_hour,crash_location,crash_month,crash_severity,crash_time,crash_type,crash_year,ambulance_req,hit_run,light_condition,road_character,road_class,road_condition,road_configuration,road_defects,road_feature,road_surface,num_lanes,geo_point
7391,Charlotte,Mecklenburg,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop Sign,Clear,No,33,30-39,No,NA,With Traffic,B: Evident Injury,Travel Lane,Black,Male,26,25-29,No,NA,6-10 mph,O: No Injury,Black,Male,Passenger Car,No,14DEC2007,Friday,Motorist Left Turn / Merge,8,Intersection,December,B: Evident Injury,08:33:00,Motorist Left Turn - Opposite Direction,2007,No,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,4 lanes,"35.2147768804, -80.8279332362"
7396,None - Rural Crash,Carteret,Coastal,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Clear,No,12,11-15,No,NA,Facing Traffic,C: Possible Injury,Travel Lane,White,Female,NA,NA,Missing,NA,NA,Unknown Injury,Unknown/Missing,NA,NA,No,19NOV2007,Monday,Motorist Left Turn / Merge,16,Non-Intersection,November,C: Possible Injury,16:45:00,Motorist Left Turn - Same Direction,2007,Yes,Yes,Dusk,Curve - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"34.7967639257, -76.8485820159"
7401,None - Rural Crash,Duplin,Coastal,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,50 - 55  MPH,Stop Sign,Clear,No,46,40-49,Yes,NA,With Traffic,C: Possible Injury,Travel Lane,Black,Male,25,25-29,No,NA,21-25 mph,O: No Injury,White,Male,Pickup,Yes,21NOV2007,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,22,Intersection,November,C: Possible Injury,22:45:00,Motorist Drive Out - Sign-Controlled Intersection,2007,Yes,No,Dark - Roadway Not Lighted,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,2 lanes,"34.8068168924, -77.9427283489"
7411,None - Rural Crash,Rockingham,Piedmont,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,8,6-10,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,60,60-69,No,NA,16-20 mph,O: No Injury,White,Female,Passenger Car,No,28NOV2007,Wednesday,Bicyclist Left Turn / Merge,19,Non-Intersection,November,B: Evident Injury,19:00:00,Bicyclist Left Turn - Same Direction,2007,Yes,No,Dark - Roadway Not Lighted,Curve - Grade,State Secondary Route,Dry,"Two-Way, Not Divided",None,"Driveway, Private",Smooth Asphalt,2 lanes,"36.446837185, -79.6444929504"
7417,Fayetteville,Cumberland,Coastal,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,7,6-10,No,NA,With Traffic,B: Evident Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,48,40-49,No,NA,26-30 mph,O: No Injury,Unknown/Missing,Male,Passenger Car,No,01DEC2007,Saturday,Parallel Paths - Other Circumstances,13,Non-Intersection,December,B: Evident Injury,13:34:00,Bicyclist Ride Out - Parallel Path,2007,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,3 lanes,"35.0536419115, -78.9615826689"
7423,Tarboro,Edgecombe,Coastal,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop Sign,Clear,No,41,40-49,No,NA,With Traffic,C: Possible Injury,Travel Lane,Asian,Male,21,20-24,No,NA,41-45 mph,O: No Injury,White,Male,Passenger Car,No,03DEC2007,Monday,Motorist Overtaking Bicyclist,22,Non-Intersection,December,C: Possible Injury,22:28:00,Motorist Overtaking - Undetected Bicyclist,2007,Yes,No,Dark - Lighted Roadway,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,3 lanes,"35.8964571423, -77.5568922856"
7425,Wilmington,New Hanover,Coastal,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,44,40-49,No,NA,With Traffic,B: Evident Injury,Travel Lane,Black,Male,52,50-59,No,NA,31-35 mph,O: No Injury,Black,Female,Sport Utility,No,03DEC2007,Monday,Motorist Overtaking Bicyclist,17,Non-Intersection,December,B: Evident Injury,17:31:00,Motorist Overtaking - Other / Unknown,2007,Yes,No,Dark - Lighted Roadway,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,5 lanes,"34.2241737648, -77.9218823146"
7427,Chapel Hill,Orange,Piedmont,Institutional,Urban (>70% Developed),NA,Urban,5 - 15 MPH,No Control Present,Clear,No,21,20-24,No,NA,NA,B: Evident Injury,Multi-use Path,White,Male,38,30-39,No,NA,6-10 mph,O: No Injury,Asian,Male,Passenger Car,No,04DEC2007,Tuesday,Non-Roadway,18,Non-Roadway,December,B: Evident Injury,18:48:00,Non-Roadway,2007,Yes,No,Dark - Lighted Roadway,Straight - Grade,Public Vehicular Area,Dry,"One-Way, Not Divided",None,No Special Feature,Coarse Asphalt,1 lane,"35.9050570922, -79.0480067394"
7428,Raleigh,Wake,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,Stop Sign,Clear,No,NA,NA,Missing,NA,Facing Traffic,Unknown Injury,Travel Lane,Unknown/Missing,NA,38,30-39,No,NA,11-15 mph,O: No Injury,Black,Female,Passenger Car,No,05DEC2007,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,18,Intersection,December,O: No Injury,18:12:00,Motorist Drive Out - Sign-Controlled Intersection,2007,No,No,Dark - Lighted Roadway,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,6 lanes,"35.7797850808, -78.6180426027"
7430,Wilmington,New Hanover,Coastal,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop And Go Signal,Cloudy,No,16,16-19,No,NA,With Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,42,40-49,No,NA,6-10 mph,O: No Injury,White,Female,Pickup,No,05DEC2007,Wednesday,Motorist Right Turn / Merge,7,Intersection,December,C: Possible Injury,07:23:00,Motorist Right Turn - Same Direction,2007,Yes,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,5 lanes,"34.2354807666, -77.9459123223"
7431,Gastonia,Gaston,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,70+,70+,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,55,50-59,No,NA,0-5 mph,O: No Injury,Asian,Female,Passenger Car,No,06DEC2007,Thursday,Motorist Left Turn / Merge,20,Intersection,December,C: Possible Injury,20:14:00,Motorist Left Turn - Opposite Direction,2007,Yes,No,Dark - Lighted Roadway,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,3 lanes,"35.2695118805, -81.1469683344"
7435,Manteo,Dare,Coastal,Industrial,Urban (>70% Developed),NA,Rural,20 - 25  MPH,Stop And Go Signal,Clear,No,NA,NA,No,NA,Facing Traffic,B: Evident Injury,Travel Lane,White,Female,48,40-49,No,NA,NA,O: No Injury,White,Female,Passenger Car,No,09DEC2007,Sunday,Crossing Paths - Other Circumstances,10,Intersection,December,B: Evident Injury,10:49:00,Signalized Intersection - Other / Unknown,2007,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Coarse Asphalt,2 lanes,"35.9020652063, -75.6715117082"
7439,Tarboro,Edgecombe,Coastal,Residential,Mixed (30% To 70% Developed),NA,Urban,NA,No Control Present,Clear,No,53,50-59,No,NA,NA,O: No Injury,NA,Black,Male,54,50-59,No,NA,NA,O: No Injury,Black,Female,Passenger Car,No,11DEC2007,Tuesday,Bicyclist Failed to Yield - Midblock,12,Non-Intersection,December,O: No Injury,12:12:00,Bicyclist Ride Out - Midblock - Unknown,2007,Yes,No,Daylight,Straight - Level,Local Street,Dry,"One-Way, Not Divided",None,No Special Feature,Smooth Asphalt,1 lane,"35.9013871441, -77.5357382794"
7450,Carrboro,Orange,Piedmont,Residential,Rural (<30% Developed),NA,Urban,40 - 45  MPH,No Control Present,Clear,No,42,40-49,No,NA,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,Asian,Female,58,50-59,No,NA,36-40 mph,O: No Injury,White,Male,Passenger Car,No,20DEC2007,Thursday,Motorist Overtaking Bicyclist,7,Non-Intersection,December,C: Possible Injury,07:52:00,Motorist Overtaking - Bicyclist Swerved,2007,No,No,Daylight,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,4 lanes,"35.9097320913, -79.0904327522"
7464,Wilmington,New Hanover,Coastal,Commercial,Urban (>70% Developed),NA,Urban,5 - 15 MPH,No Control Present,Clear,No,18,16-19,No,NA,NA,B: Evident Injury,Non-Roadway,White,Male,66,60-69,No,NA,6-10 mph,O: No Injury,White,Female,Sport Utility,No,05JUN2007,Tuesday,Non-Roadway,12,Non-Roadway,June,B: Evident Injury,12:59:00,Non-Roadway,2007,No,No,Daylight,Straight - Level,Public Vehicular Area,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Smooth Asphalt,2 lanes,"34.2439907701, -77.8742923003"
3004,None - Rural Crash,Harnett,Coastal,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,70+,70+,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,17,0-19,No,NA,51-55 mph,O: No Injury,White,Male,Pickup,No,20MAY2011,Friday,Motorist Overtaking Bicyclist,12,Non-Intersection,May,C: Possible Injury,12:50:00,Motorist Overtaking - Misjudged Space,2011,Yes,No,Daylight,Straight - Hillcrest,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"35.3421369713, -79.0487027093"
3018,Matthews,Mecklenburg,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,No Control Present,Clear,No,64,60-69,No,NA,With Traffic,A: Disabling Injury,Travel Lane,White,Male,47,40-49,No,NA,16-20 mph,O: No Injury,White,Female,Passenger Car,No,02MAY2011,Monday,Motorist Overtaking Bicyclist,16,Intersection-Related,May,A: Disabling Injury,16:11:00,Motorist Overtaking - Other / Unknown,2011,Yes,No,Daylight,Straight - Level,NC Route,Dry,"Two-Way, Divided, Positive Median Barrier",None,No Special Feature,Smooth Asphalt,5 lanes,"35.1141868612, -80.753703209"
3019,Tarboro,Edgecombe,Coastal,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,70+,70+,No,NA,Facing Traffic,C: Possible Injury,Travel Lane,White,Male,20,20-24,No,NA,6-10 mph,O: No Injury,Black,Male,Passenger Car,No,21MAY2011,Saturday,Motorist Failed to Yield - Midblock,14,Non-Intersection,May,C: Possible Injury,14:27:00,Motorist Drive Out - Commercial Driveway / Alley,2011,Yes,No,Daylight,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,5 lanes,"35.9161671469, -77.5467022844"
3029,Fayetteville,Cumberland,Coastal,Residential,Urban (>70% Developed),NA,Urban,40 - 45  MPH,No Control Present,Cloudy,No,44,40-49,No,NA,Not Applicable,C: Possible Injury,Driveway / Alley,Black,Male,58,50-59,No,NA,11-15 mph,O: No Injury,White,Male,Passenger Car,No,13MAY2011,Friday,Motorist Failed to Yield - Midblock,16,Non-Intersection,May,C: Possible Injury,16:31:00,Motorist Drive Out - Commercial Driveway / Alley,2011,Yes,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,4 lanes,"35.0888569204, -78.9266026595"
3042,Raleigh,Wake,Piedmont,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop Sign,Clear,No,14,11-15,No,NA,Facing Traffic,B: Evident Injury,Sidewalk / Crosswalk / Driveway Crossing,Asian,Male,36,30-39,No,NA,31-35 mph,O: No Injury,White,Male,Sport Utility,No,30MAY2011,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,12,Intersection,May,B: Evident Injury,12:25:00,Motorist Drive Out - Sign-Controlled Intersection,2011,No,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,2 lanes,"35.9392771164, -78.5663025954"
3055,Asheville,Buncombe,Mountains,Commercial,Urban (>70% Developed),NA,Urban,20 - 25  MPH,Stop And Go Signal,Clear,No,19,16-19,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,70+,70+,No,NA,6-10 mph,O: No Injury,White,Male,Passenger Car,No,09MAY2011,Monday,Bicyclist Failed to Yield - Signalized Intersection,19,Intersection,May,C: Possible Injury,19:26:00,Bicyclist Ride Through - Signalized Intersection,2011,Yes,No,Daylight,Straight - Grade,US Route,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,2 lanes,"35.5955568956, -82.551803769"
3056,Asheville,Buncombe,Mountains,Residential,Urban (>70% Developed),NA,Urban,20 - 25  MPH,No Control Present,Clear,No,12,11-15,No,NA,Not Applicable,C: Possible Injury,Driveway / Alley,White,Male,25,25-29,No,NA,16-20 mph,O: No Injury,White,Female,Van,No,24MAY2011,Tuesday,Bicyclist Failed to Yield - Midblock,17,Non-Intersection,May,C: Possible Injury,17:21:00,Bicyclist Ride Out - Residential Driveway,2011,No,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.5847168913, -82.6010037838"
3061,None - Rural Crash,Brunswick,Coastal,Commercial,Urban (>70% Developed),NA,Rural,5 - 15 MPH,No Control Present,Clear,No,37,30-39,No,NA,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Female,40,40-49,No,NA,6-10 mph,O: No Injury,White,Female,Passenger Car,No,09JUN2011,Thursday,Motorist Failed to Yield - Midblock,16,Non-Intersection,June,C: Possible Injury,16:05:00,Motorist Drive Out - Midblock - Unknown,2011,Yes,No,Daylight,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,"Driveway, Public",Coarse Asphalt,3 lanes,"33.9367866971, -78.0255023323"
3063,Jacksonville,Onslow,Coastal,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop Sign,Clear,No,48,40-49,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Female,33,30-39,No,NA,6-10 mph,O: No Injury,Hispanic,Male,Van,No,24MAY2011,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,6,Intersection,May,C: Possible Injury,06:27:00,Motorist Drive Out - Sign-Controlled Intersection,2011,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,3 lanes,"34.7681269026, -77.387702178"
3067,None - Rural Crash,Currituck,Coastal,Residential,Mixed (30% To 70% Developed),NA,Rural,40 - 45  MPH,No Control Present,Clear,No,21,20-24,No,NA,With Traffic,C: Possible Injury,Bike Lane / Paved Shoulder,White,Male,30,30-39,No,NA,36-40 mph,O: No Injury,White,Female,Passenger Car,No,13JUN2011,Monday,Bicyclist Left Turn / Merge,19,Non-Intersection,June,C: Possible Injury,19:14:00,Bicyclist Left Turn - Same Direction,2011,No,No,Daylight,Straight - Level,NC Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"36.3197172916, -75.8151017729"
3073,Charlotte,Mecklenburg,Piedmont,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Urban,30 - 35  MPH,No Control Present,Cloudy,No,51,50-59,No,NA,With Traffic,A: Disabling Injury,Travel Lane,Black,Male,NA,NA,Missing,NA,31-35 mph,Unknown Injury,Unknown/Missing,NA,NA,No,27MAY2011,Friday,Motorist Overtaking Bicyclist,23,Non-Intersection,May,A: Disabling Injury,23:25:00,Motorist Overtaking - Other / Unknown,2011,Yes,Yes,Dark - Roadway Not Lighted,Curve - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.274696898, -80.6974032005"
3074,None - Rural Crash,Henderson,Mountains,Residential,Rural (<30% Developed),NA,Rural,30 - 35  MPH,"Double Yellow Line, No Passing Zone",Cloudy,No,40,40-49,No,NA,With Traffic,O: No Injury,Travel Lane,White,Male,20,20-24,No,NA,16-20 mph,O: No Injury,Black,Female,Passenger Car,No,15JUN2011,Wednesday,Motorist Left Turn / Merge,18,Intersection,June,O: No Injury,18:25:00,Motorist Left Turn - Opposite Direction,2011,No,No,Dusk,Straight - Bottom,State Secondary Route,Wet,"Two-Way, Not Divided",None,T-Intersection,Smooth Asphalt,2 lanes,"35.3022268392, -82.4319037174"
3080,None - Rural Crash,Wake,Piedmont,Commercial,Urban (>70% Developed),NA,Rural,5 - 15 MPH,No Control Present,Rain,No,41,40-49,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,23,20-24,No,NA,0-5 mph,O: No Injury,White,Female,Passenger Car,No,25MAY2011,Wednesday,Crossing Paths - Other Circumstances,21,Intersection,May,B: Evident Injury,21:17:00,Crossing Paths - Uncontrolled Intersection,2011,No,No,Daylight,Straight - Level,NA,Dry,"Two-Way, Not Divided",None,Other,Smooth Asphalt,2 lanes,"35.8078170825, -78.7296026382"
3081,Raleigh,Wake,Piedmont,Residential,Urban (>70% Developed),NA,Urban,20 - 25  MPH,No Control Present,Clear,No,34,30-39,No,NA,NA,B: Evident Injury,NA,Black,Male,26,25-29,No,NA,6-10 mph,O: No Injury,White,Female,Passenger Car,No,15JUN2011,Wednesday,NA,21,NA,June,B: Evident Injury,21:12:00,NA,2011,Yes,No,Dark - Roadway Not Lighted,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"35.8104870869, -78.6258026069"
3082,Raleigh,Wake,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,5 - 15 MPH,No Control Present,Clear,No,14,11-15,No,NA,Facing Traffic,B: Evident Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,62,60-69,No,NA,0-5 mph,O: No Injury,White,Male,Pickup,No,18MAY2011,Wednesday,Motorist Failed to Yield - Midblock,15,Non-Intersection,May,B: Evident Injury,15:40:00,Motorist Drive Out - Commercial Driveway / Alley,2011,No,No,Daylight,Straight - Hillcrest,Public Vehicular Area,Dry,"One-Way, Not Divided",None,No Special Feature,Concrete,NA,"35.7446070952, -77.9647024026"
3084,Charlotte,Mecklenburg,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,20,20-24,No,NA,Not Applicable,C: Possible Injury,Non-Roadway,Black,Male,18,0-19,No,NA,31-35 mph,O: No Injury,White,Female,Passenger Car,No,29MAY2011,Sunday,Bicyclist Failed to Yield - Midblock,18,Non-Intersection,May,C: Possible Injury,18:15:00,Bicyclist Ride Out - Other Midblock,2011,No,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,2 lanes,"35.1742268694, -80.8789032498"
3092,Garner,Wake,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,5 - 15 MPH,Stop Sign,Clear,No,15,11-15,No,NA,Facing Traffic,B: Evident Injury,Travel Lane,Black,Male,47,40-49,No,NA,0-5 mph,O: No Injury,White,Female,Pickup,No,16JUN2011,Thursday,Motorist Failed to Yield - Midblock,16,Non-Intersection,June,B: Evident Injury,16:43:00,Motorist Drive Out - Commercial Driveway / Alley,2011,Yes,No,Daylight,Straight - Level,US Route,Dry,"Two-Way, Divided, Unprotected Median",None,T-Intersection,Smooth Asphalt,6 lanes,"35.7225570669, -78.6527026096"
3096,Kinston,Lenoir,Coastal,Residential,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,54,50-59,Yes,NA,Not Applicable,Unknown Injury,Non-Roadway,Black,Male,NA,NA,Missing,NA,31-35 mph,Unknown Injury,Unknown/Missing,NA,NA,Yes,05MAY2011,Thursday,Bicyclist Failed to Yield - Midblock,21,Non-Intersection,May,Unknown Injury,21:03:00,Bicyclist Ride Out - Other Midblock,2011,Yes,Yes,Dark - Lighted Roadway,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,2 lanes,"35.2652270046, -77.5722022585"
3098,Cary,Wake,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Stop And Go Signal,Clear,No,36,30-39,No,NA,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Asian,Female,34,30-39,No,NA,0-5 mph,O: No Injury,White,Male,Passenger Car,No,01JUN2011,Wednesday,Motorist Failed to Yield - Sign-Controlled Intersection,8,Intersection,June,C: Possible Injury,08:27:00,Motorist Drive Out - Sign-Controlled Intersection,2011,Yes,No,Daylight,Straight - Grade,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,3 lanes,"35.7617970709, -78.7834026513"
3101,Monroe,Union,Piedmont,Residential,Urban (>70% Developed),NA,Urban,20 - 25  MPH,No Control Present,Other,No,12,11-15,No,NA,Not Applicable,C: Possible Injury,Non-Roadway,Black,Male,NA,NA,Missing,NA,0-5 mph,Unknown Injury,Unknown/Missing,NA,Pickup,No,02JUN2011,Thursday,Non-Roadway,19,Non-Roadway,June,C: Possible Injury,19:56:00,Non-Roadway,2011,No,Yes,Daylight,Straight - Level,Public Vehicular Area,NA,NA,None,No Special Feature,Sand,2 lanes,"34.9902868424, -80.5404031387"
3107,Fayetteville,Cumberland,Coastal,Residential,Urban (>70% Developed),NA,Urban,20 - 25  MPH,Stop Sign,Clear,No,17,16-19,No,NA,Facing Traffic,B: Evident Injury,Bike Lane / Paved Shoulder,Hispanic,Male,38,30-39,No,NA,6-10 mph,O: No Injury,Hispanic,Female,Van,No,31MAY2011,Tuesday,Motorist Failed to Yield - Sign-Controlled Intersection,20,Intersection,May,B: Evident Injury,20:06:00,Motorist Drive Out - Sign-Controlled Intersection,2011,No,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Coarse Asphalt,2 lanes,"35.0072569005, -78.9998026781"
3111,Cary,Wake,Piedmont,Residential,Urban (>70% Developed),NA,Urban,20 - 25  MPH,Stop Sign,Clear,No,14,11-15,No,NA,Facing Traffic,C: Possible Injury,Sidewalk / Crosswalk / Driveway Crossing,Black,Male,63,60-69,No,NA,0-5 mph,O: No Injury,Black,Male,Passenger Car,No,20JUN2011,Monday,Motorist Failed to Yield - Sign-Controlled Intersection,16,Intersection,June,C: Possible Injury,16:52:00,Motorist Drive Out - Sign-Controlled Intersection,2011,Yes,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Unprotected Median",None,No Special Feature,Smooth Asphalt,2 lanes,"35.7201870616, -78.7867026507"
3113,None - Rural Crash,Transylvania,Mountains,"Farms, Woods, Pastures",Rural (<30% Developed),NA,Rural,40 - 45  MPH,"Double Yellow Line, No Passing Zone",Clear,No,70+,70+,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Male,51,50-59,No,NA,16-20 mph,O: No Injury,White,Male,Sport Utility,No,25JUN2011,Saturday,Motorist Overtaking Bicyclist,12,Non-Intersection,June,C: Possible Injury,12:49:00,Motorist Overtaking - Bicyclist Swerved,2011,Yes,No,Daylight,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.2359868183, -82.6139037668"
3114,Henderson,Vance,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,Yield Sign,Clear,No,59,50-59,No,NA,NA,C: Possible Injury,NA,Black,Male,29,25-29,No,NA,26-30 mph,Unknown Injury,Black,Male,NA,No,08JUN2011,Wednesday,Motorist Right Turn / Merge,15,Intersection,June,C: Possible Injury,15:39:00,Motorist Right Turn - Opposite Direction,2011,Yes,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,No Special Feature,Concrete,2 lanes,"36.3277372053, -78.394402564"
3117,None - Rural Crash,Davidson,Piedmont,"Farms, Woods, Pastures",Mixed (30% To 70% Developed),NA,Rural,50 - 55  MPH,"Double Yellow Line, No Passing Zone",Clear,No,56,50-59,No,NA,With Traffic,C: Possible Injury,Travel Lane,White,Female,62,60-69,No,NA,21-25 mph,O: No Injury,White,Female,Passenger Car,No,20JUN2011,Monday,Motorist Overtaking Bicyclist,10,Non-Intersection,June,C: Possible Injury,10:14:00,Motorist Overtaking - Misjudged Space,2011,No,No,Daylight,Straight - Level,State Secondary Route,Dry,"Two-Way, Not Divided",None,No Special Feature,Smooth Asphalt,2 lanes,"35.9682370676, -80.0927030585"
3131,Madison,Rockingham,Piedmont,Commercial,Rural (<30% Developed),NA,Rural,20 - 25  MPH,Stop And Go Signal,Clear,No,57,50-59,No,NA,With Traffic,A: Disabling Injury,Travel Lane,White,Male,47,40-49,No,NA,11-15 mph,O: No Injury,White,Male,Pickup,No,16MAY2011,Monday,Bicyclist Failed to Yield - Signalized Intersection,16,Intersection,May,A: Disabling Injury,16:25:00,Bicyclist Ride Through - Signalized Intersection,2011,No,No,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Not Divided",None,Four-Way Intersection,Smooth Asphalt,2 lanes,"36.3875371605, -79.9596030421"
3133,Jacksonville,Onslow,Coastal,Commercial,Urban (>70% Developed),NA,Urban,40 - 45  MPH,No Control Present,Clear,No,34,30-39,No,NA,With Traffic,B: Evident Injury,Travel Lane,White,Male,48,40-49,No,NA,31-35 mph,O: No Injury,White,Male,Truck/Trailer,No,27MAY2011,Friday,Bicyclist Left Turn / Merge,8,Intersection-Related,May,B: Evident Injury,08:34:00,Bicyclist Left Turn - Same Direction,2011,Yes,No,Daylight,Straight - Level,US Route,Dry,"One-Way, Not Divided",None,Y-Intersection,Smooth Asphalt,1 lane,"34.7523068968, -77.4496021966"
3140,Charlotte,Mecklenburg,Piedmont,Commercial,Urban (>70% Developed),NA,Urban,30 - 35  MPH,No Control Present,Clear,No,22,20-24,No,NA,With Traffic,Unknown Injury,Travel Lane,Black,Male,NA,NA,Missing,NA,31-35 mph,Unknown Injury,Unknown/Missing,NA,NA,No,10JUN2011,Friday,Motorist Overtaking Bicyclist,14,Non-Intersection,June,Unknown Injury,14:15:00,Motorist Overtaking - Other / Unknown,2011,No,Yes,Daylight,Straight - Level,Local Street,Dry,"Two-Way, Divided, Positive Median Barrier",None,Bridge,Coarse Asphalt,4 lanes,"35.2045868799, -80.7851032235"
